Local time,Open,High,Low,Close,Volume
03.10.2023 23:00:00.000 GMT+0200,27430,27871,27258,27695,0.0914
04.10.2023 23:00:00.000 GMT+0200,27695,28148,27391,27511,0.09129999999999998
05.10.2023 23:00:00.000 GMT+0200,27511,28087,27216,28022,0.10899999999999999
06.10.2023 23:00:00.000 GMT+0200,28022,28330,27898,27967,0.03610000000000001
07.10.2023 23:00:00.000 GMT+0200,27967,28137,27748,27951,0.0463
08.10.2023 23:00:00.000 GMT+0200,27951,28040,27307,27608,0.10409999999999998
09.10.2023 23:00:00.000 GMT+0200,27608,27767,27331,27437,0.068
10.10.2023 23:00:00.000 GMT+0200,27434,27509,26571,26755,0.1012
11.10.2023 23:00:00.000 GMT+0200,26755,26974,26588,26777,0.08529999999999999
12.10.2023 23:00:00.000 GMT+0200,26777,27088,26710,26990,0.06670000000000001
13.10.2023 23:00:00.000 GMT+0200,26990,27171,26821,26885,0.0275
14.10.2023 23:00:00.000 GMT+0200,26885,27263,26835,27240,0.0236
15.10.2023 23:00:00.000 GMT+0200,27240,30028,27077,28444,0.8577999999999999
16.10.2023 23:00:00.000 GMT+0200,28448,28647,28125,28488,0.41439999999999994
17.10.2023 23:00:00.000 GMT+0200,28488,29008,28190,28292,0.13229999999999997
18.10.2023 23:00:00.000 GMT+0200,28292,28950,28172,28758,0.0894
19.10.2023 23:00:00.000 GMT+0200,28758,30231,28627,29629,0.16679999999999998
20.10.2023 23:00:00.000 GMT+0200,29629,30419,29536,30092,0.05
21.10.2023 23:00:00.000 GMT+0200,30092,30256,29709,29891,0.04889999999999999
22.10.2023 23:00:00.000 GMT+0200,29891,31852,29759,31571,0.1524
23.10.2023 23:00:00.000 GMT+0200,31565,35231,31471,33674,0.24080000000000004
24.10.2023 23:00:00.000 GMT+0200,33659,35164,33524,34712,0.12349999999999998
25.10.2023 23:00:00.000 GMT+0200,34712,34864,33782,34225,0.1356
26.10.2023 23:00:00.000 GMT+0200,34224,34315,33439,33862,0.33449999999999996
27.10.2023 23:00:00.000 GMT+0200,33900,34530,33845,34171,0.45330000000000004
28.10.2023 23:00:00.000 GMT+0200,34199,34795,33984,34619,0.5528
29.10.2023 22:00:00.000 GMT+0100,34619,34896,34124,34469,0.10250000000000001
30.10.2023 22:00:00.000 GMT+0100,34469,34752,34080,34680,0.08650000000000001
31.10.2023 22:00:00.000 GMT+0100,34680,35526,34141,35454,0.1294
01.11.2023 22:00:00.000 GMT+0100,35454,35987,34365,34950,0.5217
02.11.2023 22:00:00.000 GMT+0100,34948,35008,34162,34649,0.1336
03.11.2023 22:00:00.000 GMT+0100,34649,35076,34635,34810,0.0236
04.11.2023 22:00:00.000 GMT+0100,34809,35362,34521,34703,0.1048
05.11.2023 23:00:00.000 GMT+0100,34745,35419,34729,35064,0.7416999999999997
06.11.2023 23:00:00.000 GMT+0100,35062,35936,34574,35536,0.16599999999999998
07.11.2023 23:00:00.000 GMT+0100,35536,35936,35142,35627,0.10770000000000002
08.11.2023 23:00:00.000 GMT+0100,35623,38007,35591,36575,0.283
09.11.2023 23:00:00.000 GMT+0100,36563,37490,36374,37348,0.2047
10.11.2023 23:00:00.000 GMT+0100,37351,37606,36956,37014,0.060100000000000015
11.11.2023 23:00:00.000 GMT+0100,37015,37281,36749,37210,0.060999999999999985
12.11.2023 23:00:00.000 GMT+0100,37210,37458,36397,36519,0.36200000000000004
13.11.2023 23:00:00.000 GMT+0100,36509,36787,34878,35617,0.1766
14.11.2023 23:00:00.000 GMT+0100,35617,37888,35405,37681,0.2637
15.11.2023 23:00:00.000 GMT+0100,37681,38000,35551,36002,0.27730000000000005
16.11.2023 23:00:00.000 GMT+0100,35995,36796,35905,36453,0.12449999999999997
17.11.2023 23:00:00.000 GMT+0100,36453,36884,36268,36597,0.1095
18.11.2023 23:00:00.000 GMT+0100,36597,37111,36442,37034,0.20279999999999998
19.11.2023 23:00:00.000 GMT+0100,37036,37795,36761,37458,0.1784
20.11.2023 23:00:00.000 GMT+0100,37458,37693,36315,36880,0.2446
21.11.2023 23:00:00.000 GMT+0100,36877,37897,35688,37660,0.16040000000000001
22.11.2023 23:00:00.000 GMT+0100,37660,37803,36926,37283,0.0659
23.11.2023 23:00:00.000 GMT+0100,37283,38456,37253,37930,0.2379
24.11.2023 23:00:00.000 GMT+0100,37927,37945,37644,37841,0.118
25.11.2023 23:00:00.000 GMT+0100,37841,37886,37197,37658,0.0321
26.11.2023 23:00:00.000 GMT+0100,37658,37823,36765,37064,0.1035
27.11.2023 23:00:00.000 GMT+0100,37063,38415,36915,37994,0.10699999999999998
28.11.2023 23:00:00.000 GMT+0100,37992,38472,37620,37776,0.0825
