Local time,Open,High,Low,Close,Volume
10.03.2021 07:00:00.000 GMT+0100,53718,55456,53595,55275,0.22109999999999996
10.03.2021 11:00:00.000 GMT+0100,55278,56376,54591,56339,0.2736
10.03.2021 15:00:00.000 GMT+0100,56339,57187,55861,56927,0.3183
10.03.2021 19:00:00.000 GMT+0100,56926,57412,55579,56979,0.2849
10.03.2021 23:00:00.000 GMT+0100,56979,57245,55191,55831,0.2903
11.03.2021 03:00:00.000 GMT+0100,55830,56497,55245,55293,0.2226
11.03.2021 07:00:00.000 GMT+0100,55292,55788,54330,54512,0.2891
11.03.2021 11:00:00.000 GMT+0100,54511,57028,54465,56959,0.2724
11.03.2021 15:00:00.000 GMT+0100,56962,57247,55974,56878,0.3125
11.03.2021 19:00:00.000 GMT+0100,56879,57944,56601,57660,0.2935
11.03.2021 23:00:00.000 GMT+0100,57659,58181,56707,56941,0.28090000000000004
12.03.2021 03:00:00.000 GMT+0100,56941,57317,56400,57204,0.2194
12.03.2021 07:00:00.000 GMT+0100,57198,57442,56338,56551,0.21960000000000002
12.03.2021 11:00:00.000 GMT+0100,56551,57085,55098,55741,0.2812
12.03.2021 15:00:00.000 GMT+0100,55742,57781,55410,57184,0.3075
12.03.2021 19:00:00.000 GMT+0100,57184,57693,56356,57016,0.2444
12.03.2021 23:00:00.000 GMT+0100,57017,57542,56152,56450,0.11200000000000002
13.03.2021 03:00:00.000 GMT+0100,56453,57104,56154,56779,0.10819999999999999
13.03.2021 07:00:00.000 GMT+0100,56781,57655,56576,57624,0.1474
13.03.2021 11:00:00.000 GMT+0100,57624,60440,57495,59978,0.3093
13.03.2021 15:00:00.000 GMT+0100,59978,60448,59514,60380,0.20770000000000002
13.03.2021 19:00:00.000 GMT+0100,60379,61819,60048,61126,0.2632
13.03.2021 23:00:00.000 GMT+0100,61127,61721,60786,61116,0.2442
14.03.2021 03:00:00.000 GMT+0100,61114,61552,60858,61050,0.1508
14.03.2021 07:00:00.000 GMT+0100,61050,61050,60296,60817,0.1689
14.03.2021 10:00:00.000 GMT+0100,60817,61141,59448,60495,0.2455
14.03.2021 14:00:00.000 GMT+0100,60495,60551,59355,59599,0.22750000000000004
14.03.2021 18:00:00.000 GMT+0100,59610,60384,59583,60332,0.18
14.03.2021 22:00:00.000 GMT+0100,60308,60777,58802,59492,0.2674
15.03.2021 02:00:00.000 GMT+0100,59492,60623,59319,59796,0.2874
15.03.2021 06:00:00.000 GMT+0100,59796,59940,57384,57799,0.3621
15.03.2021 10:00:00.000 GMT+0100,57799,58101,54743,56441,0.3693
15.03.2021 14:00:00.000 GMT+0100,56452,57339,55739,56329,0.3056
15.03.2021 18:00:00.000 GMT+0100,56327,56980,55551,56461,0.2587
15.03.2021 22:00:00.000 GMT+0100,56463,56984,54017,54108,0.3026
16.03.2021 02:00:00.000 GMT+0100,54108,54854,53300,54442,0.3196
