Local time,Open,High,Low,Close,Volume
14.08.2022 23:00:00.000 GMT+0200,4275.549,4326.164,4218.655,4228.758,509.1642000000001
21.08.2022 23:00:00.000 GMT+0200,4215.164,4218.867,4053.001,4057.555,610.4187999999997
28.08.2022 23:00:00.000 GMT+0200,4026.958,4072.164,3902.664,3929.467,940.6367
04.09.2022 23:00:00.000 GMT+0200,3929.546,4077.267,3883.701,4064.801,788.5049
11.09.2022 23:00:00.000 GMT+0200,4081.249,4155.652,3836.346,3877.764,987.2915
18.09.2022 23:00:00.000 GMT+0200,3875.152,3920.067,3646.746,3694.546,1002.1307999999998
25.09.2022 23:00:00.000 GMT+0200,3694.555,3737.558,3583.804,3600.084,1458.0000999999993
02.10.2022 23:00:00.000 GMT+0200,3583.140,3807.515,3560.672,3637.579,442.1866999999999
09.10.2022 23:00:00.000 GMT+0200,3627.849,3721.740,3490.227,3589.592,514.4396999999999
16.10.2022 23:00:00.000 GMT+0200,3584.772,3765.560,3583.917,3754.638,440.2510999999998
23.10.2022 23:00:00.000 GMT+0200,3772.945,3906.027,3726.258,3906.017,427.1843000000001
30.10.2022 22:00:00.000 GMT+0100,3904.874,3917.767,3696.788,3766.938,381.9123
06.11.2022 23:00:00.000 GMT+0100,3737.999,4002.030,3730.584,3993.415,352.6977999999999
13.11.2022 23:00:00.000 GMT+0100,3976.399,4042.834,3904.275,3962.868,336.6206
20.11.2022 23:00:00.000 GMT+0100,3970.212,4044.100,3932.659,4028.082,163.61819999999994
27.11.2022 23:00:00.000 GMT+0100,4015.717,4100.197,3937.508,4066.749,269.1797000000001
04.12.2022 23:00:00.000 GMT+0100,4072.124,4072.560,3911.909,3935.414,269.15450000000004
11.12.2022 23:00:00.000 GMT+0100,3932.584,4137.584,3827.614,3845.069,350.6384000000003
18.12.2022 23:00:00.000 GMT+0100,3847.151,3891.717,3764.142,3843.830,273.62910000000005
25.12.2022 23:00:00.000 GMT+0100,3853.647,3875.280,3780.400,3845.682,162.87069999999994
01.01.2023 23:00:00.000 GMT+0100,3874.502,3906.595,3793.374,3891.982,230.66269999999997
08.01.2023 23:00:00.000 GMT+0100,3897.899,4004.445,3870.414,3996.294,238.18730000000008
15.01.2023 23:00:00.000 GMT+0100,4002.661,4016.144,3885.552,3969.479,183.86459999999997
22.01.2023 23:00:00.000 GMT+0100,3971.268,4094.575,3948.758,4070.152,207.05359999999996
29.01.2023 23:00:00.000 GMT+0100,4063.305,4195.839,3993.994,4133.828,292.3430999999999
05.02.2023 23:00:00.000 GMT+0100,4123.029,4177.082,4051.170,4089.094,286.90899999999993
12.02.2023 23:00:00.000 GMT+0100,4095.908,4176.204,4047.758,4077.792,275.26619999999997
19.02.2023 23:00:00.000 GMT+0100,4074.367,4080.985,3942.864,3969.433,175.22229999999993
26.02.2023 23:00:00.000 GMT+0100,3971.054,4048.870,3920.383,4047.249,167.10909999999993
05.03.2023 23:00:00.000 GMT+0100,4045.178,4078.836,3846.218,3860.578,223.50609999999992
12.03.2023 22:00:00.000 GMT+0100,3887.924,3976.146,3809.971,3918.484,461.26109999999994
19.03.2023 22:00:00.000 GMT+0100,3939.686,4040.663,3866.131,3974.538,274.68139999999994
26.03.2023 23:00:00.000 GMT+0200,3979.557,4111.171,3951.728,4109.583,152.25719999999995
02.04.2023 23:00:00.000 GMT+0200,4100.901,4141.644,4069.674,4114.516,107.35630000000003
09.04.2023 23:00:00.000 GMT+0200,4110.890,4162.941,4071.390,4140.934,142.94790000000006
